holc_id,holc_grade,Can_P,Sum_poptot,Sum_whiten,Sum_blackn,Sum_asiann,Sum_latinx,Sum_pop25,Sum_lesshs,Sum_hsdeg,Sum_bachup,Sum_occ,Sum_ownocc,Sum_rentoc,Sum_povsta,Sum_povbel,city,grade,pcan,pwhitenh,pblacknh,pasiannh,platinx,plesshs,pbachup,pown,ppov,pmin
D74,D,14.114551,53315,2770,46327,1302,1449,33242,4704,18934,9604,23134,4902,18232,50377,17801,Chicago,D,14.114551,5.1955361,86.892998,2.4420896,2.7178092,14.150773,28.891161,21.18959,35.335571,94.804466
D75,D,22.11344,11268,107,10719,26,154,6899,1131,4651,1117,4647,1210,3437,11221,4584,Chicago,D,22.11344,.94959176,95.127792,.23074192,1.3667022,16.393681,16.190752,26.038303,40.851974,99.050407
D76,D,15.138061,18516,1394,15430,317,703,12242,1389,5861,4992,8891,2524,6367,18243,4893,Chicago,D,15.138061,7.5286241,83.333336,1.7120328,3.7967165,11.346186,40.777649,28.388258,26.821247,92.471375
D77,D,28.370993,3246,1686,806,497,164,2224,55,441,1728,1518,946,572,2971,458,Chicago,D,28.370993,51.940849,24.830561,15.311152,5.052372,2.4730215,77.697845,62.31884,15.415685,48.059151
D78,D,16.008642,12249,275,10921,225,446,7387,1163,4910,1314,5766,775,4991,12225,5044,Chicago,D,16.008642,2.2450812,89.158302,1.8368846,3.6411135,15.743875,17.788006,13.44086,41.259712,97.754921
D79,D,15.644162,6202,104,5772,26,78,3913,595,2455,863,2424,665,1759,6185,1653,Chicago,D,15.644162,1.6768785,93.06675,.41921961,1.2576588,15.205725,22.054689,27.433994,26.72595,98.32312
D8,D,18.374847,4042,260,927,0,2745,2556,690,1499,367,1166,667,499,4035,509,Chicago,D,18.374847,6.4324594,22.934191,0,67.911926,26.995306,14.358373,57.204117,12.614622,93.567543
D80,D,11.525869,1817,842,90,21,855,1222,290,772,160,588,395,193,1814,189,Chicago,D,11.525869,46.340122,4.9532194,1.1557512,47.055588,23.731588,13.093289,67.176872,10.418963,53.659878
D81,D,12.564698,13230,4683,910,56,7512,8539,2019,5518,1002,4326,2506,1820,13201,1701,Chicago,D,12.564698,35.396824,6.8783069,.42328042,56.780045,23.644455,11.734395,57.928802,12.885387,64.60318
D82,D,14.272902,2430,1425,93,21,882,1725,347,1077,301,920,654,266,2427,228,Chicago,D,14.272902,58.641975,3.8271606,.86419755,36.296295,20.115942,17.449276,71.08696,9.3943138,41.358025
D83,D,21.529814,33929,425,32202,77,843,21307,4600,14519,2188,12803,3112,9691,33422,13672,Chicago,D,21.529814,1.2526158,94.909958,.22694451,2.4846003,21.589149,10.268926,24.306803,40.907188,98.747383
D84,D,17.109188,66839,7092,32009,425,25728,42673,7303,27570,7800,20866,16326,4540,66081,8385,Chicago,D,17.109188,10.610572,47.889706,.63585633,38.492496,17.113867,18.278536,78.242119,12.688972,89.389427
D85,D,19.928408,3007,6,2337,0,609,2017,441,1268,308,963,707,256,2973,548,Chicago,D,19.928408,.19953442,77.718658,0,20.252743,21.864155,15.270204,73.416405,18.43256,99.800468
D86,D,25.812939,4658,65,4324,0,196,2980,539,1960,481,1363,863,500,4639,1083,Chicago,D,25.812939,1.3954487,92.829544,0,4.2078147,18.087248,16.14094,63.316216,23.345549,98.604553
D87,D,19.885485,8509,34,8271,53,73,5288,770,3612,906,3262,1134,2128,8509,3099,Chicago,D,19.885485,.39957693,97.202965,.62286991,.85791516,14.561271,17.133131,34.76395,36.420261,99.600426
D88,D,26.640764,4634,25,4379,53,157,2985,299,1912,774,1858,1009,849,4634,1387,Chicago,D,26.640764,.5394907,94.497192,1.1437203,3.3880017,10.01675,25.929647,54.305706,29.930944,99.46051
D89,D,21.871738,13425,175,12920,4,215,8889,1328,6130,1431,5508,1639,3869,13350,4542,Chicago,D,21.871738,1.3035382,96.238358,.029795159,1.6014898,14.939814,16.098549,29.756718,34.022472,98.696465
D9,D,18.569149,27054,14447,962,1300,9621,20765,1935,6512,12318,11343,4561,6782,26962,3091,Chicago,D,18.569149,53.400608,3.5558512,4.8052044,35.56221,9.3185654,59.320972,40.20982,11.464283,46.599392
D90,D,26.441708,11583,529,9362,77,1528,7124,1032,4876,1216,4098,1431,2667,11462,3393,Chicago,D,26.441708,4.5670381,80.825348,.66476732,13.191747,14.486243,17.069063,34.919472,29.602163,95.432961
D91,D,22.02998,5366,1118,3966,32,172,3589,463,2044,1082,1886,1236,650,5366,683,Chicago,D,22.02998,20.834887,73.909805,.59634739,3.2053671,12.90053,30.147673,65.535522,12.72829,79.165115
D92,D,25.713068,12911,314,12210,60,258,9374,1066,6647,1661,4607,2875,1732,12911,2936,Chicago,D,25.713068,2.4320347,94.570518,.46472001,1.998296,11.37188,17.719223,62.405037,22.740299,97.567963
D93,D,21.959448,7775,231,7288,55,152,5302,846,3615,841,2559,1436,1123,7775,2338,Chicago,D,21.959448,2.971061,93.736336,.70739549,1.9549839,15.956243,15.861938,56.115669,30.07074,97.028938
D94,D,35.944431,5875,0,5565,92,29,3789,452,2622,715,2118,885,1233,5875,1400,Chicago,D,35.944431,0,94.723404,1.5659574,.49361703,11.929269,18.870415,41.784702,23.829786,100
D95,D,19.577288,7919,78,7586,0,44,5577,546,3622,1409,2643,2092,551,7718,1330,Chicago,D,19.577288,.98497283,95.794922,0,.55562574,9.7902098,25.264479,79.152481,17.232443,99.01503
D96,D,15.159038,5100,14,4792,92,17,3311,408,2273,630,1915,747,1168,5100,1348,Chicago,D,15.159038,.27450982,93.960785,1.8039216,.33333334,12.322561,19.027485,39.007832,26.431372,99.725487
D97,D,22.577868,5853,86,5613,53,34,3875,302,2436,1137,2213,1613,600,5853,1195,Chicago,D,22.577868,1.469332,95.899536,.90551853,.5808987,7.7935486,29.341936,72.887482,20.41688,98.53067
D98,D,24.138786,8611,101,8227,43,163,6131,756,3807,1568,3526,2013,1513,8453,1894,Chicago,D,24.138786,1.1729183,95.540588,.49936128,1.8929276,12.330778,25.574947,57.090187,22.406246,98.82708
D99,D,23.770151,18064,514,12434,62,4988,11172,2392,7196,1584,6262,2563,3699,17965,5513,Chicago,D,23.770151,2.8454385,68.833038,.34322408,27.612932,21.410669,14.178303,40.929417,30.687449,97.154564
A1,A,40.187939,19722,14758,842,1378,2024,15132,168,4380,10584,8835,4871,3964,19652,1283,Los Angeles,A,40.187939,74.830139,4.2693439,6.9871211,10.26265,1.11023,69.944489,55.132996,6.5285978,25.169861
A10,A,35.523022,10512,6873,331,788,1945,8124,783,2765,4576,3975,2649,1326,10378,1078,Los Angeles,A,35.523022,65.382423,3.1487823,7.4961948,18.502665,9.6381092,56.326931,66.64151,10.387358,34.617577
A11,A,32.163116,5328,2764,246,887,1261,3808,262,1138,2408,2043,1668,375,5316,93,Los Angeles,A,32.163116,51.876877,4.6171169,16.647898,23.667418,6.8802519,63.235294,81.644638,1.7494357,48.123123
A12,A,55.701088,12782,7614,488,1723,2558,9934,528,2704,6702,5276,3733,1543,12610,726,Los Angeles,A,55.701088,59.568142,3.8178689,13.479894,20.012518,5.3150797,67.465271,70.754356,5.7573357,40.431858
A13,A,49.348476,7997,4560,187,1288,1509,6184,294,1926,3964,3141,2504,637,7957,411,Los Angeles,A,49.348476,57.021381,2.338377,16.106039,18.869576,4.7542043,64.100906,79.719833,5.1652632,42.978619
A13,A,21.377172,1715,1241,69,208,148,1360,10,311,1039,675,627,48,1715,109,Los Angeles,A,21.377172,72.361519,4.0233235,12.12828,8.6297379,.7352941,76.397057,92.888885,6.3556852,27.638481
A14,A,31.777296,16091,3667,285,9133,2648,11680,790,3076,7814,5306,4150,1156,15985,1323,Los Angeles,A,31.777296,22.789137,1.7711765,56.758438,16.456404,6.7636986,66.900688,78.213341,8.2765093,77.210861
A15,A,37.788307,21640,6252,480,9433,4775,15952,1420,5383,9149,7816,4837,2979,21524,2211,Los Angeles,A,37.788307,28.890944,2.2181146,43.590572,22.065619,8.9017048,57.35331,61.885876,10.272254,71.109055
A16,A,46.590229,23748,8147,748,10381,3247,16745,474,4141,12130,8537,5413,3124,22915,2515,Los Angeles,A,46.590229,34.306046,3.149739,43.713154,13.67273,2.8306956,72.439537,63.406349,10.975344,65.693954
A17,A,38.431446,6720,2217,40,3878,322,5036,149,914,3973,2311,1958,353,6720,463,Los Angeles,A,38.431446,32.99107,.59523809,57.708332,4.7916665,2.9586973,78.891975,84.725227,6.8898811,67.008926
A18,A,28.149025,11065,2912,110,4993,2605,7889,487,2382,5020,3658,3011,647,10975,428,Los Angeles,A,28.149025,26.317217,.9941256,45.124268,23.542702,6.1731524,63.632908,82.312737,3.8997722,73.682785
A19,A,47.036415,7536,3874,36,2212,1225,5773,185,2367,3221,2973,1882,1091,7536,545,Los Angeles,A,47.036415,51.406582,.477707,29.352442,16.255308,3.2045729,55.794216,63.303062,7.2319531,48.593418
A2,A,26.42161,20440,12733,1465,1245,4183,16098,1204,6784,8110,9690,2477,7213,20235,2080,Los Angeles,A,26.42161,62.294521,7.1673188,6.0909982,20.464775,7.4791899,50.378929,25.562435,10.27922,37.705479
A20,A,53.010082,4060,1362,26,2223,311,2950,174,1060,1716,1299,1029,270,4060,372,Los Angeles,A,53.010082,33.546799,.64039409,54.753696,7.6600986,5.8983049,58.169491,79.214783,9.1625614,66.453201
A21,A,39.248093,2158,760,0,1273,125,1580,46,489,1045,683,610,73,2158,329,Los Angeles,A,39.248093,35.217793,0,58.989807,5.7924004,2.9113925,66.139244,89.311859,15.245598,64.782211
A22,A,20.122118,8053,2031,231,4238,1260,5434,227,2019,3188,2858,1172,1686,8024,722,Los Angeles,A,20.122118,25.220415,2.8684962,52.62635,15.646343,4.1774015,58.667648,41.007698,8.9980059,74.779587
A23,A,48.37495,4638,984,391,261,2981,3308,529,1998,781,1370,923,447,4132,362,Los Angeles,A,48.37495,21.216042,8.4303579,5.6274257,64.273392,15.991536,23.609432,67.372261,8.760891,78.783958
A24,A,33.629433,2564,604,199,112,1637,1817,433,1136,248,643,316,327,2108,238,Los Angeles,A,33.629433,23.556942,7.7613106,4.3681746,63.845554,23.83049,13.648871,49.144634,11.290322,76.443054
A25,A,28.61812,6589,5870,9,227,226,4668,68,946,3654,2563,1994,569,6589,386,Los Angeles,A,28.61812,89.087875,.13659129,3.4451358,3.4299591,1.4567267,78.277634,77.799454,5.8582487,10.912125
A26,A,38.552776,3669,2986,18,125,370,2610,27,521,2062,1403,1197,206,3669,81,Los Angeles,A,38.552776,81.384575,.49059689,3.4069228,10.084492,1.0344827,79.00383,85.317177,2.2076859,18.615425
A27,A,43.80901,7745,6051,11,572,646,5541,69,1222,4250,2826,2482,344,7728,354,Los Angeles,A,43.80901,78.127823,.14202711,7.3854098,8.3408651,1.2452626,76.700958,87.827316,4.5807452,21.872177
A28,A,42.121914,9570,7724,57,714,707,7141,94,1333,5714,4269,2498,1771,9507,574,Los Angeles,A,42.121914,80.710556,.59561127,7.460815,7.3876696,1.3163422,80.016808,58.514874,6.0376563,19.289444
A29,A,65.786613,7063,6135,74,520,165,5308,153,1152,4003,2794,2425,369,7031,324,Los Angeles,A,65.786613,86.861107,1.0477134,7.3623104,2.3361177,2.8824415,75.414467,86.793129,4.6081638,13.138893
A3,A,30.96417,11372,6680,584,1264,2148,8750,588,3277,4885,5752,1637,4115,11305,1627,Los Angeles,A,30.96417,58.740768,5.1354203,11.11502,18.888498,6.7199998,55.828571,28.459665,14.391862,41.259232
A30,A,53.780075,26945,15325,806,5976,3266,11194,351,2682,8161,6013,5216,797,14827,566,Los Angeles,A,53.780075,56.875114,2.9912786,22.178513,12.120987,3.1356084,72.905128,86.745384,3.8173602,43.124886
A31,A,38.12809,14989,5675,591,5074,2726,2351,60,427,1864,1348,857,491,3012,178,Los Angeles,A,38.12809,37.861099,3.9428914,33.85149,18.18667,2.5521054,79.285408,63.575668,5.9096947,62.138901
A32,A,38.32917,19603,8703,590,5735,3494,5244,302,1365,3577,3281,1986,1295,6940,959,Los Angeles,A,38.32917,44.396267,3.0097435,29.255726,17.823803,5.7589626,68.211288,60.530327,13.818444,55.603733
A33,A,25.586485,17995,12124,397,3214,1098,12957,266,3035,9656,8343,2949,5394,17975,3304,Los Angeles,A,25.586485,67.374268,2.2061684,17.860518,6.1016951,2.0529444,74.523422,35.346996,18.381084,32.625732
A34,A,26.942389,6556,4436,295,857,517,5062,116,1174,3772,3231,1534,1697,6536,317,Los Angeles,A,26.942389,67.663208,4.4996948,13.071995,7.8859062,2.2915843,74.515999,47.477562,4.8500614,32.336792
A35,A,49.143173,20017,14776,718,1065,2128,16867,411,5157,11299,10337,5402,4935,19934,1557,Los Angeles,A,49.143173,73.817253,3.586951,5.3204775,10.630963,2.4367108,66.988792,52.258877,7.8107758,26.182747
A36,A,52.208073,3366,2925,58,173,128,2424,111,570,1743,1291,1152,139,3366,235,Los Angeles,A,52.208073,86.898399,1.7231135,5.1396317,3.8027332,4.5792079,71.905937,89.233154,6.9815807,13.101601
A37,A,44.256458,18824,15971,169,1071,898,14055,536,3802,9717,7680,6261,1419,18808,973,Los Angeles,A,44.256458,84.843819,.89779007,5.6895452,4.7705059,3.8135896,69.135536,81.523438,5.1733303,15.156181
A38,A,46.612709,7039,5300,209,558,555,5597,170,1661,3766,3568,2397,1171,7039,511,Los Angeles,A,46.612709,75.294785,2.9691718,7.9272623,7.8846426,3.0373414,67.286049,67.180496,7.2595539,24.705215
A39,A,54.797081,5478,4032,479,233,438,4601,90,1538,2973,2932,1308,1624,5478,556,Los Angeles,A,54.797081,73.603508,8.7440672,4.253377,7.9956188,1.9560965,64.616386,44.611187,10.14969,26.396492
A4,A,35.495949,24677,18684,345,1967,2644,18585,1251,7307,10027,8740,5889,2851,24652,1714,Los Angeles,A,35.495949,75.714226,1.3980629,7.9709849,10.714431,6.731235,53.95211,67.37986,6.9527826,24.285774
A40,A,38.373508,12018,8767,733,471,1160,9781,154,3350,6277,6038,2627,3411,11946,1134,Los Angeles,A,38.373508,72.948914,6.0991845,3.9191213,9.6521883,1.5744811,64.175446,43.507786,9.4927168,27.051086
A41,A,50.305885,7663,5888,222,514,811,6371,230,1727,4414,3785,2223,1562,7658,852,Los Angeles,A,50.305885,76.836746,2.8970377,6.7075558,10.583323,3.6101084,69.282684,58.731834,11.12562,23.163254
A42,A,34.836552,6342,4417,149,850,597,4475,92,1260,3123,2571,1699,872,6324,322,Los Angeles,A,34.836552,69.646797,2.3494165,13.402712,9.413434,2.055866,69.787712,66.083237,5.0917139,30.353203
A43,A,44.314232,7023,4714,157,981,858,5612,190,1486,3936,3243,1735,1508,7018,360,Los Angeles,A,44.314232,67.122314,2.2355118,13.96839,12.217001,3.3856022,70.135422,53.499847,5.1296668,32.877686
A46,A,18.639236,17486,1470,276,10642,4778,13292,2641,5851,4800,6036,3615,2421,17359,2071,Los Angeles,A,18.639236,8.4067249,1.5784056,60.860115,27.324717,19.869095,36.111946,59.890656,11.93041,91.593277
A47,A,17.45273,7259,391,4757,162,1799,5682,594,3517,1571,3281,1621,1660,7225,712,Los Angeles,A,17.45273,5.3864169,65.53244,2.2317123,24.783028,10.454065,27.648716,49.40567,9.8546715,94.613586
A48,A,25.40613,9358,509,7484,184,944,7470,399,3422,3649,4282,2415,1867,9282,870,Los Angeles,A,25.40613,5.4391966,79.97435,1.9662321,10.087626,5.3413653,48.848728,56.39888,9.3729801,94.560806
A49,A,21.994095,6167,700,4360,129,826,4535,253,1934,2348,2399,1997,402,6101,372,Los Angeles,A,21.994095,11.350738,70.698883,2.0917788,13.39387,5.5788312,51.775082,83.243019,6.0973611,88.649261
A5,A,44.060062,8820,7048,38,656,678,6554,168,2627,3759,3087,2476,611,8820,388,Los Angeles,A,44.060062,79.909294,.430839,7.4376416,7.6870747,2.5633202,57.354286,80.207321,4.3990932,20.090706
A50,A,17.220501,4605,315,3315,119,426,3534,102,1630,1802,1985,1274,711,4572,545,Los Angeles,A,17.220501,6.8403907,71.986969,2.5841477,9.2508144,2.8862479,50.990379,64.181358,11.920385,93.159607
A51,A,14.046388,8981,152,7404,106,971,6988,575,4290,2123,3520,2156,1364,8935,1136,Los Angeles,A,14.046388,1.6924618,82.440712,1.1802695,10.811713,8.2283916,30.380653,61.25,12.714046,98.307541
A52,A,35.201145,6469,4617,66,773,660,4784,72,1055,3657,2679,1920,759,6436,295,Los Angeles,A,35.201145,71.371155,1.0202504,11.949297,10.202504,1.5050167,76.442307,71.668533,4.5835924,28.628845
A53,A,23.181061,5559,3033,648,723,845,4541,93,1384,3064,3247,292,2955,5559,722,Los Angeles,A,23.181061,54.560173,11.656773,13.005937,15.200576,2.048007,67.474121,8.9929161,12.987947,45.439827
A54,A,31.696648,2402,740,101,1278,151,1945,46,645,1254,970,594,376,2402,124,Los Angeles,A,31.696648,30.807661,4.2048292,53.205662,6.286428,2.3650386,64.473007,61.237114,5.1623645,69.192337
A55,A,38.088856,8849,2373,218,599,5208,5582,470,2907,2205,2717,1743,974,7853,1176,Los Angeles,A,38.088856,26.816589,2.4635551,6.7691264,58.854107,8.4199209,39.501972,64.151634,14.975169,73.183411
A56,A,21.761948,17014,6715,2303,2428,4802,12463,719,7151,4593,6062,3518,2544,17009,1196,Los Angeles,A,21.761948,39.467499,13.535912,14.2706,28.223816,5.7690763,36.853085,58.033653,7.0315714,60.532501
A58,A,24.495058,4667,1436,449,576,1942,3563,193,1810,1560,2096,784,1312,4594,253,Los Angeles,A,24.495058,30.76923,9.6207418,12.341975,41.611313,5.4167838,43.783329,37.404579,5.5071831,69.230774
A59,A,30.079187,37162,23328,547,7281,3773,27881,556,7936,19389,14754,10930,3824,37142,1500,Los Angeles,A,30.079187,62.7738,1.4719337,19.592594,10.152844,1.9941896,69.541985,74.081604,4.0385547,37.2262
A6,A,45.143482,3296,1939,8,500,763,2538,277,989,1272,1278,744,534,3285,241,Los Angeles,A,45.143482,58.828884,.24271844,15.169903,23.149271,10.914105,50.118202,58.215961,7.3363776,41.171116
A60,A,45.454357,4701,2776,52,947,612,3679,93,1022,2564,1737,1594,143,4701,99,Los Angeles,A,45.454357,59.051266,1.1061476,20.14465,13.018507,2.5278609,69.692848,91.767418,2.1059349,40.948734
A7,A,33.999157,7773,2898,33,1788,2728,5832,494,2537,2801,2720,1612,1108,7700,807,Los Angeles,A,33.999157,37.282902,.42454651,23.002701,35.095844,8.4705076,48.028122,59.264706,10.480519,62.717098
A8,A,66.91687,7580,4127,424,1642,1058,5127,261,1681,3185,2366,2162,204,7580,404,Los Angeles,A,66.91687,54.445911,5.5936675,21.66227,13.957784,5.0906963,62.122097,91.377853,5.3298154,45.554089
A9,A,44.992916,9813,5563,1197,732,1639,7650,388,2664,4598,3704,3220,484,9795,369,Los Angeles,A,44.992916,56.690105,12.198105,7.4594927,16.702333,5.0718956,60.104576,86.933044,3.7672281,43.309895
B1,B,22.083706,10280,460,125,237,9418,6608,2789,3166,653,2673,1339,1334,10232,1638,Los Angeles,B,22.083706,4.4747081,1.2159534,2.3054476,91.614784,42.206417,9.8819609,50.093529,16.0086,95.525291
B10,B,31.887037,13253,9048,824,1321,1360,10654,404,3882,6368,6255,2826,3429,12946,890,Los Angeles,B,31.887037,68.271332,6.2174602,9.9675541,10.261827,3.7920029,59.770977,45.179855,6.8747106,31.728668
B100,B,10.949485,15724,702,41,10944,3729,11885,2707,5316,3862,5007,2346,2661,15672,2464,Los Angeles,B,10.949485,4.4645128,.26074791,69.600609,23.71534,22.776609,32.49474,46.854404,15.722307,95.535484
B101,B,11.363654,40931,1062,68,1765,37913,27029,10830,12571,3628,11046,4392,6654,40780,6502,Los Angeles,B,11.363654,2.5946105,.16613325,4.3121352,92.626617,40.068073,13.42262,39.760998,15.94409,97.405388
B102,B,15.256564,15292,1855,321,1757,10893,10611,2715,5702,2194,5101,1468,3633,14992,2788,Los Angeles,B,15.256564,12.130526,2.0991368,11.489668,71.233322,25.586655,20.676657,28.778671,18.596584,87.869476
B103,B,12.087886,7875,127,18,44,7635,5348,2195,2564,589,2158,1120,1038,7841,1174,Los Angeles,B,12.087886,1.6126984,.22857143,.55873019,96.952377,41.043381,11.013463,51.899906,14.97258,98.387299
B104,B,7.1643887,12582,675,161,622,11064,8304,3391,4008,905,3771,1159,2612,12487,3053,Los Angeles,B,7.1643887,5.3648067,1.2796057,4.9435701,87.935143,40.835743,10.898362,30.734552,24.449427,94.635193
B105,B,31.077768,7776,1903,95,353,5357,5455,465,3301,1689,2775,1644,1131,7776,582,Los Angeles,B,31.077768,24.472736,1.2217078,4.539609,68.891464,8.5242901,30.96242,59.243244,7.4845681,75.527267
B106,B,20.086971,9333,1153,63,144,7866,6218,1229,3962,1027,2811,1636,1175,9109,805,Los Angeles,B,20.086971,12.354012,.67502409,1.5429122,84.281578,19.765198,16.516565,58.199928,8.8374138,87.645988
B107,B,19.148254,4747,614,1,349,3755,3312,712,1325,1275,1350,986,364,4747,311,Los Angeles,B,19.148254,12.934484,.021065935,7.3520117,79.102592,21.497585,38.496376,73.037041,6.551506,87.065514
B108,B,14.417541,6498,1023,59,831,4472,4355,662,2374,1319,1982,1004,978,6498,380,Los Angeles,B,14.417541,15.743305,.90797168,12.78855,68.821175,15.200918,30.287027,50.655903,5.8479533,84.256699
B109,B,13.665238,19288,904,283,134,17933,11990,5994,5143,853,5146,1592,3554,19166,4483,Los Angeles,B,13.665238,4.686852,1.4672335,.69473249,92.974907,49.991661,7.1142621,30.936649,23.390379,95.313148
B11,B,47.578014,16666,12554,514,1311,1628,13103,387,3888,8828,7402,4359,3043,16343,718,Los Angeles,B,47.578014,75.327011,3.0841234,7.8663149,9.7683907,2.9535222,67.373886,58.889488,4.3933182,24.672989
B110,B,14.245324,30887,525,76,392,29742,19571,9523,8196,1852,7333,3522,3811,30729,4611,Los Angeles,B,14.245324,1.6997442,.24605821,1.2691424,96.292938,48.65873,9.4629812,48.029457,15.005369,98.300255
B111,B,16.191553,40663,554,193,41,39755,24130,11193,11073,1864,10478,3251,7227,40545,8688,Los Angeles,B,16.191553,1.3624179,.47463295,.10082877,97.767014,46.386242,7.724824,31.026913,21.428043,98.637581
B112,B,11.429889,18972,103,6385,86,11992,11451,4349,6269,833,5524,2017,3507,18929,5534,Los Angeles,B,11.429889,.54290533,33.654861,.45329961,63.208939,37.979218,7.2744737,36.513397,29.235565,99.457092
B113,B,17.914236,15528,1044,3434,1676,8245,8917,2387,5399,1131,4318,1556,2762,15486,4207,Los Angeles,B,17.914236,6.7233386,22.114889,10.793406,53.09763,26.769093,12.683638,36.035202,27.166473,93.276665
B114,B,33.632027,5615,2781,656,842,1069,4524,297,1923,2304,2251,1454,797,5463,207,Los Angeles,B,33.632027,49.528049,11.682992,14.995547,19.03829,6.5649867,50.928383,64.593513,3.7891269,50.471951
B115,B,22.636742,9218,4262,672,1105,2666,6841,456,2975,3410,3497,1900,1597,8994,599,Los Angeles,B,22.636742,46.235626,7.2900848,11.987416,28.921675,6.6656923,49.846512,54.332283,6.6599956,53.764374
B116,B,23.355753,7990,4787,672,815,1322,6164,299,2141,3724,3934,2008,1926,7978,1039,Los Angeles,B,23.355753,59.912392,8.4105129,10.200251,16.545683,4.8507462,60.415314,51.042194,13.023314,40.087608
B117,B,18.703989,38594,23047,2560,3165,8415,31511,2254,12445,16812,20213,6223,13990,38276,3953,Los Angeles,B,18.703989,59.716537,6.6331553,8.200757,21.803907,7.1530576,53.352798,30.787117,10.327621,40.283463
B118,B,9.1572962,15951,11339,398,1030,2669,13282,681,5061,7540,8653,3758,4895,15951,1232,Los Angeles,B,9.1572962,71.086449,2.4951413,6.4572754,16.732492,5.1272397,56.768559,43.430023,7.7236538,28.913551
B119,B,15.131605,16816,205,3695,193,12498,9909,4135,5227,547,4259,1857,2402,16758,3303,Los Angeles,B,15.131605,1.2190771,21.973122,1.1477164,74.322075,41.72974,5.5202341,43.601784,19.70999,98.780922
B12,B,28.743521,28385,19703,405,2529,4315,21077,1967,9881,9229,10750,4185,6565,28318,3322,Los Angeles,B,28.743521,69.413422,1.4268099,8.9096355,15.201691,9.332448,43.787067,38.930233,11.731054,30.586578
B120,B,16.958572,19913,289,4286,252,14722,11125,4782,5673,670,4623,2400,2223,19855,4893,Los Angeles,B,16.958572,1.4513133,21.523628,1.265505,73.931602,42.984268,6.0224719,51.914341,24.643667,98.548683
B121,B,21.502384,3167,1878,78,112,988,2493,89,1553,851,1424,1021,403,3167,78,Los Angeles,B,21.502384,59.299023,2.4628987,3.5364699,31.196716,3.5699959,34.135578,71.69944,2.4628987,40.700977
B122,B,20.541204,9561,4774,420,688,3172,7272,460,3918,2894,3849,2478,1371,9534,664,Los Angeles,B,20.541204,49.932014,4.3928461,7.1959,33.176445,6.3256326,39.796478,64.380356,6.9645481,50.067986
B13,B,25.38254,20860,11868,393,2597,5144,15621,1232,7887,6502,8333,3968,4365,20726,1456,Los Angeles,B,25.38254,56.893578,1.8839885,12.449664,24.659636,7.8868189,41.623455,47.617905,7.0249929,43.106422
B14,B,31.665218,6983,4329,86,610,1748,5297,422,2756,2119,2966,1261,1705,6741,679,Los Angeles,B,31.665218,61.993412,1.2315624,8.7355003,25.032221,7.9667735,40.003777,42.515171,10.072689,38.006588
B15,B,25.52668,10062,4218,261,1109,4098,7593,982,3819,2792,4051,957,3094,9765,835,Los Angeles,B,25.52668,41.920094,2.5939176,11.021666,40.727489,12.932964,36.77071,23.623796,8.5509472,58.079906
B16,B,44.587055,14020,8947,118,2344,1758,10651,404,4554,5693,5442,3135,2307,13856,1248,Los Angeles,B,44.587055,63.815979,.84165478,16.718973,12.539229,3.793071,53.450378,57.607498,9.0069284,36.184021
B17,B,31.931635,17144,13042,240,1574,1758,13421,983,6013,6425,6411,3481,2930,17144,1239,Los Angeles,B,31.931635,76.073265,1.3999066,9.1810551,10.254316,7.3243423,47.872738,54.297302,7.2270184,23.926735
B18,B,25.563084,7296,4798,20,657,1640,5483,337,2777,2369,2744,1178,1566,7239,626,Los Angeles,B,25.563084,65.762062,.2741228,9.0049343,22.478069,6.1462703,43.206272,42.930031,8.647603,34.237938
B19,B,28.902325,16756,11597,204,2145,2094,12515,797,5797,5921,6621,2787,3834,16756,1609,Los Angeles,B,28.902325,69.211029,1.2174743,12.801385,12.497016,6.3683581,47.311226,42.093338,9.6025305,30.788971
B2,B,23.213827,22834,4542,991,1450,15572,14838,4999,6981,2858,7392,1385,6007,22438,4663,Los Angeles,B,23.213827,19.89139,4.3400192,6.3501797,68.196548,33.690525,19.261356,18.736471,20.78171,80.108612
B20,B,31.532656,8172,4591,220,1528,1501,5997,953,3085,1959,3090,726,2364,7950,1293,Los Angeles,B,31.532656,56.179638,2.6921194,18.697992,18.367598,15.891279,32.666332,23.495146,16.264151,43.820362
B21,B,31.26255,9758,5942,56,2052,1170,7196,542,2794,3860,3584,2451,1133,9747,474,Los Angeles,B,31.26255,60.893627,.57388806,21.0289,11.990162,7.5319624,53.640911,68.387276,4.8630347,39.106373
B22,B,57.76062,6540,4275,48,1565,288,4721,282,1833,2606,2203,1923,280,6540,144,Los Angeles,B,57.76062,65.366974,.73394495,23.929663,4.4036698,5.9733109,55.200169,87.290062,2.2018349,34.633026
B23,B,29.123465,9775,3967,78,2283,3096,7284,806,3284,3194,3422,1659,1763,9586,1127,Los Angeles,B,29.123465,40.583118,.79795396,23.355499,31.672634,11.065349,43.849533,48.480419,11.756728,59.416882
B24,B,31.717094,12289,5882,424,2449,3129,9508,993,3841,4674,5110,1950,3160,12153,1225,Los Angeles,B,31.717094,47.863945,3.4502401,19.928391,25.461796,10.443837,49.158604,38.160469,10.079816,52.136055
B25,B,28.763224,12290,3708,275,3718,4191,9510,1085,3847,4578,4507,2337,2170,12247,1198,Los Angeles,B,28.763224,30.17087,2.2375915,30.252237,34.100895,11.409043,48.138802,51.852673,9.7819872,69.829132
