OID_,OBJECTID_1,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OBJECTID,CBSA10_1,METRO_NAME,HRS2010,RHRS10,Shape_Leng,EQINTERV10,fips,pmin,fips_1,lifeExp,OID_1,FIPS_12,POPTOT,WHITENH,BLACKNH,AIANNH,ASIANNH,NHPINH,OTHERNH,TWOMORENH,LATINX,PWHITENH,PBLACKNH,PAIANNH,PASIANNH,PNHPINH,POTHERNH,PTWOMORENH,PLATINX,MHI,POVSTAT,POVBELOW,PPOV,eqint,Grade,Shape_Length,Shape_Area
684,1426,06037297000,Census Tract 2970,1445268.000000000000000,0.000000000000000,+33.7330618,-118.3084871,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.444271000000000,2.400000000000000,0.057553326128800,2,6037297000.000000000000000,50.399999999999999,,82.599999999999994,,,5476,2716,196,0,218,0,0,244,2102,49.5999985,3.5799999,0.0000000,3.9800000,0.0000000,0.0000000,4.4600000,38.3899994,100982,5476,307,5.6100001,2,B,0.057553326128778,0.000140603388160
685,1428,06037294830,Census Tract 2948.30,885880.000000000000000,0.000000000000000,+33.7729434,-118.2670110,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.041568878700200,4,6037294830.000000000000000,99.870000000000005,,77.400000000000006,,,3892,5,44,0,74,0,3,34,3732,0.1300000,1.1300000,0.0000000,1.9000000,0.0000000,0.0800000,0.8700000,95.8899994,36372,3884,1248,32.1300011,4,D,0.041568878700248,0.000086222414180
686,1429,06037294510,Census Tract 2945.10,518230.000000000000000,0.000000000000000,+33.7865877,-118.2716940,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.029116213117500,4,6037294510.000000000000000,96.950000000000003,,76.200000000000003,,,5145,157,9,0,8,0,0,7,4964,3.0500000,0.1700000,0.0000000,0.1600000,0.0000000,0.0000000,0.1400000,96.4800034,49505,5145,1086,21.1100006,4,D,0.029116213117544,0.000050447037462
687,1430,06037294900,Census Tract 2949,644541.000000000000000,0.000000000000000,+33.7748702,-118.2774453,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.040432693084000,4,6037294900.000000000000000,96.180000000000007,,79.500000000000000,,,3637,139,46,0,12,15,0,110,3315,3.8199999,1.2600000,0.0000000,0.3300000,0.4100000,0.0000000,3.0200000,91.1500015,39712,3611,905,25.0599995,4,D,0.040432693083989,0.000062734690592
688,1431,06037296210,Census Tract 2962.10,559515.000000000000000,0.000000000000000,+33.7476138,-118.2839528,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.028804186694300,4,6037296210.000000000000000,94.790000000000006,,80.200000000000003,,,3189,166,236,0,13,0,0,115,2659,5.2100000,7.4000001,0.0000000,0.4100000,0.0000000,0.0000000,3.6099999,83.3799973,37723,3189,1002,31.4200001,4,D,0.028804186694269,0.000054441566645
689,1432,06037294810,Census Tract 2948.10,320464.000000000000000,0.000000000000000,+33.7795265,-118.2714945,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",4.000000000000000,4.000000000000000,0.022602929254100,4,6037294810.000000000000000,97.659999999999997,,80.200000000000003,,,4269,100,96,0,74,55,0,36,3908,2.3399999,2.2500000,0.0000000,1.7300000,1.2900000,0.0000000,0.8400000,91.5400009,46667,4264,1241,29.1000004,4,D,0.022602929254072,0.000031193218062
690,1433,06037577501,Census Tract 5775.01,824182.000000000000000,537854.000000000000000,+33.7551714,-118.1232111,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.047701914909300,2,6037577501.000000000000000,20.070000000000000,,82.700000000000003,,,3408,2724,34,0,219,0,0,36,395,79.9300003,1.0000000,0.0000000,6.4299998,0.0000000,0.0000000,1.0599999,11.5900002,113750,3408,355,10.4200001,2,B,0.047701914909287,0.000132538679330
691,1434,06037575201,Census Tract 5752.01,566596.000000000000000,0.000000000000000,+33.7864873,-118.1767949,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.995515000000000,4.000000000000000,0.031876556123500,4,6037575201.000000000000000,95.989999999999995,,72.500000000000000,,,4714,189,729,0,1289,0,0,80,2427,4.0100002,15.4600000,0.0000000,27.3400002,0.0000000,0.0000000,1.7000000,51.4799995,39550,4666,1029,22.0499992,4,D,0.031876556123527,0.000055155129737
692,1435,06037575202,Census Tract 5752.02,404091.000000000000000,0.000000000000000,+33.7858671,-118.1704604,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.998285000000000,4.000000000000000,0.027525952359200,4,6037575202.000000000000000,98.060000000000002,,75.900000000000006,,,4371,85,318,0,1002,0,0,34,2932,1.9400001,7.2800002,0.0000000,22.9200001,0.0000000,0.0000000,0.7800000,67.0800018,40952,4371,1324,30.2900009,4,D,0.027525952359181,0.000039336023489
693,1436,06037460900,Census Tract 4609,2433097.000000000000000,20361.000000000000000,+34.1761857,-118.1602397,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.156693000000000,3.200000000000000,0.076956401552300,3,6037460900.000000000000000,90.769999999999996,,81.500000000000000,,,7180,663,1535,0,441,0,21,139,4381,9.2299995,21.3799992,0.0000000,6.1399999,0.0000000,0.2900000,1.9400001,61.0200005,78229,7060,947,13.4099998,3,C,0.076956401552291,0.000239909270177
694,1437,06037461700,Census Tract 4617,2185719.000000000000000,23766.000000000000000,+34.1583127,-118.1655566,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.780668000000000,2.800000000000000,0.080538313156700,3,6037461700.000000000000000,44.039999999999999,,83.099999999999994,,,1510,845,152,0,196,0,0,55,262,55.9599991,10.0699997,0.0000000,12.9799995,0.0000000,0.0000000,3.6400001,17.3500004,127917,1488,63,4.2300000,3,C,0.080538313156709,0.000216006791809
695,1438,06037462400,Census Tract 4624,1305486.000000000000000,10596.000000000000000,+34.1651965,-118.1262387,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.945431000000000,2.900000000000000,0.046609266334300,3,6037462400.000000000000000,47.430000000000000,,84.000000000000000,,,3865,2032,177,2,314,31,7,155,1147,52.5699997,4.5799999,0.0500000,8.1199999,0.8000000,0.1800000,4.0100002,29.6800003,85950,3837,637,16.6000004,3,C,0.046609266334263,0.000128672717108
696,1439,06037462100,Census Tract 4621,1043915.000000000000000,0.000000000000000,+34.1634006,-118.1369963,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.040806080421900,3,6037462100.000000000000000,79.370000000000005,,82.099999999999994,,,5726,1181,513,0,433,0,0,120,3479,20.6299992,8.9600000,0.0000000,7.5599999,0.0000000,0.0000000,2.0999999,60.7599983,57143,5688,1520,26.7199993,3,C,0.040806080421945,0.000102063331808
697,1440,06037461600,Census Tract 4616,1649673.000000000000000,11915.000000000000000,+34.1634652,-118.1559426,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.894118000000000,3.900000000000000,0.053560494343900,4,6037461600.000000000000000,89.200000000000003,,85.299999999999997,,,6224,672,1081,23,506,0,33,121,3788,10.8000002,17.3700008,0.3700000,8.1300001,0.0000000,0.5300000,1.9400001,60.8600006,61551,6224,1442,23.1700001,4,D,0.053560494343882,0.000162450657562
698,1441,06037462500,Census Tract 4625,2422841.000000000000000,144779.000000000000000,+34.1655638,-118.1005901,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.885164000000000,1.900000000000000,0.097082798132800,2,6037462500.000000000000000,44.170000000000002,,82.099999999999994,,,6549,3656,242,0,1271,0,21,240,1119,55.8300018,3.7000000,0.0000000,19.4099998,0.0000000,0.3200000,3.6600001,17.0900002,89179,6537,656,10.0400000,2,B,0.097082798132752,0.000251040931636
699,1442,06037190510,Census Tract 1905.10,318392.000000000000000,0.000000000000000,+34.0999771,-118.3113901,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.024984769502300,3,6037190510.000000000000000,66.040000000000006,,79.000000000000000,,,4240,1440,193,0,1001,12,36,49,1509,33.9599991,4.5500002,0.0000000,23.6100006,0.2800000,0.8500000,1.1600000,35.5900002,41736,4197,1167,27.8099995,3,C,0.024984769502265,0.000031105948350
700,1443,06037553701,Census Tract 5537.01,996092.000000000000000,90558.000000000000000,+33.9049478,-118.1780909,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.055176895092600,3,6037553701.000000000000000,97.920000000000002,,79.599999999999994,,,4139,86,73,0,9,0,8,6,3957,2.0799999,1.7600000,0.0000000,0.2200000,0.0000000,0.1900000,0.1400000,95.5999985,49423,4121,772,18.7299995,3,C,0.055176895092622,0.000105922938551
701,1444,06037553801,Census Tract 5538.01,1294831.000000000000000,0.000000000000000,+33.8927048,-118.1687296,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.049358812236000,3,6037553801.000000000000000,97.879999999999995,,75.299999999999997,,,4483,95,633,0,84,195,0,8,3468,2.1199999,14.1199999,0.0000000,1.8700000,4.3499999,0.0000000,0.1800000,77.3600006,53571,4382,1113,25.3999996,3,C,0.049358812236016,0.000126199030087
702,1445,06037553901,Census Tract 5539.01,1277457.000000000000000,0.000000000000000,+33.8928037,-118.1514235,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.049054086471700,3,6037553901.000000000000000,94.569999999999993,,78.400000000000006,,,6737,366,266,0,269,0,58,157,5621,5.4299998,3.9500000,0.0000000,3.9900000,0.0000000,0.8600000,2.3299999,83.4300003,71154,6588,869,13.1899996,3,C,0.049054086471683,0.000124505924604
703,1446,06037571900,Census Tract 5719,1944970.000000000000000,0.000000000000000,+33.8319177,-118.1773895,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.144463000000000,1.100000000000000,0.073470959032000,1,6037571900.000000000000000,60.509999999999998,,79.700000000000003,,,5792,2287,805,26,526,0,24,347,1777,39.4900017,13.8999996,0.4500000,9.0799999,0.0000000,0.4100000,5.9899998,30.6800003,68333,5792,167,2.8800001,1,A,0.073470959031957,0.000189431188507
704,1447,06037572002,Census Tract 5720.02,1046073.000000000000000,0.000000000000000,+33.8230804,-118.1916370,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.300790000000000,3.300000000000000,0.043171796625600,4,6037572002.000000000000000,64.189999999999998,,75.700000000000003,,,5144,1842,1364,0,912,55,0,170,801,35.8100014,26.5200005,0.0000000,17.7299995,1.0700001,0.0000000,3.3000000,15.5699997,71615,4904,490,9.9899998,4,D,0.043171796625600,0.000101872662852
705,1448,06037572001,Census Tract 5720.01,1442002.000000000000000,0.000000000000000,+33.8227205,-118.1762684,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.731706000000000,2.700000000000000,0.052019544029900,3,6037572001.000000000000000,52.920000000000002,,79.299999999999997,,,5805,2733,294,0,664,0,59,414,1641,47.0800018,5.0599999,0.0000000,11.4399996,0.0000000,1.0200000,7.1300001,28.2700005,100000,5768,332,5.7600002,3,C,0.052019544029941,0.000140429580275
706,1449,06037264301,Census Tract 2643.01,420159.000000000000000,0.000000000000000,+34.0509979,-118.4642912,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.667081000000000,3.700000000000000,0.026939819736700,4,6037264301.000000000000000,26.489999999999998,,81.500000000000000,,,5575,4098,136,0,645,0,29,180,487,73.5100021,2.4400001,0.0000000,11.5699997,0.0000000,0.5200000,3.2300000,8.7399998,92303,5575,388,6.9600000,4,D,0.026939819736731,0.000041025131783
707,1450,06037265520,Census Tract 2655.20,767521.000000000000000,0.000000000000000,+34.0513698,-118.4423998,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.770871000000000,2.800000000000000,0.041214714989100,3,6037265520.000000000000000,38.719999999999999,,86.700000000000003,,,4894,2999,524,0,832,0,0,387,152,61.2799988,10.7100000,0.0000000,17.0000000,0.0000000,0.0000000,7.9099998,3.1099999,102708,4894,408,8.3400002,3,C,0.041214714989083,0.000074942474364
708,1452,06037265420,Census Tract 2654.20,730768.000000000000000,0.000000000000000,+34.0704417,-118.4594426,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.405540000000000,1.400000000000000,0.037055653894500,1,6037265420.000000000000000,24.160000000000000,,88.000000000000000,,,1908,1447,129,0,235,13,0,53,31,75.8399963,6.7600002,0.0000000,12.3199997,0.6800000,0.0000000,2.7800000,1.6200000,208194,1908,127,6.6599998,1,A,0.037055653894457,0.000071369471828
709,1454,06037265100,Census Tract 2651,2362236.000000000000000,0.000000000000000,+34.0737147,-118.4288483,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.074661000000000,1.100000000000000,0.073916403694800,1,6037265100.000000000000000,14.119999999999999,,80.799999999999997,,,2528,2171,41,0,107,0,13,93,103,85.8799973,1.6200000,0.0000000,4.2300000,0.0000000,0.5100000,3.6800001,4.0700002,107969,2528,116,4.5900002,1,A,0.073916403694752,0.000230714454324
710,1455,06037264000,Census Tract 2640,1868031.000000000000000,0.000000000000000,+34.0545499,-118.4815022,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.660383000000000,1.700000000000000,0.070823477279500,1,6037264000.000000000000000,10.650000000000000,,85.200000000000003,,,3137,2803,0,0,59,0,0,94,181,89.3499985,0.0000000,0.0000000,1.8800000,0.0000000,0.0000000,3.0000000,5.7700000,220473,3081,101,3.2800000,1,A,0.070823477279533,0.000182405728651
711,1457,06037239701,Census Tract 2397.01,409695.000000000000000,0.000000000000000,+33.9660920,-118.2752632,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.029811718875200,3,6037239701.000000000000000,100.000000000000000,,75.200000000000003,,,5015,0,919,0,0,0,0,0,4096,0.0000000,18.3299999,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,81.6699982,33414,4923,2142,43.5099983,3,C,0.029811718875221,0.000039964279407
712,1458,06037239602,Census Tract 2396.02,358101.000000000000000,0.000000000000000,+33.9694507,-118.2749023,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.029218787674000,3,6037239602.000000000000000,99.260000000000005,,72.200000000000003,,,3805,28,688,12,17,0,0,0,3060,0.7400000,18.0799999,0.3200000,0.4500000,0.0000000,0.0000000,0.0000000,80.4199982,36425,3795,1292,34.0400009,3,C,0.029218787673991,0.000034932872921
713,1459,06037239601,Census Tract 2396.01,422264.000000000000000,0.000000000000000,+33.9728371,-118.2752977,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.030094251004900,3,6037239601.000000000000000,99.390000000000001,,78.500000000000000,,,3629,22,664,7,8,0,21,28,2879,0.6100000,18.2999992,0.1900000,0.2200000,0.0000000,0.5800000,0.7700000,79.3300018,36029,3622,1164,32.1399994,3,C,0.030094251004915,0.000041193279245
714,1460,06037239502,Census Tract 2395.02,510917.000000000000000,0.000000000000000,+33.9693296,-118.2630441,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.021822000000000,3.000000000000000,0.034114150304600,3,6037239502.000000000000000,99.650000000000006,,74.299999999999997,,,3726,13,815,0,0,0,0,6,2892,0.3500000,21.8700008,0.0000000,0.0000000,0.0000000,0.0000000,0.1600000,77.6200027,34605,3681,1155,31.3799992,3,C,0.034114150304566,0.000049840045966
715,1461,06037239501,Census Tract 2395.01,474213.000000000000000,0.000000000000000,+33.9729857,-118.2628927,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.007945000000000,3.000000000000000,0.033446327336800,3,6037239501.000000000000000,97.650000000000006,,79.099999999999994,,,3622,85,754,0,7,0,0,10,2766,2.3499999,20.8199997,0.0000000,0.1900000,0.0000000,0.0000000,0.2800000,76.3700027,40388,3605,791,21.9400005,3,C,0.033446327336790,0.000046261282697
716,1462,06037101220,Census Tract 1012.20,698967.000000000000000,0.000000000000000,+34.2516085,-118.2816322,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.038496782847900,3,6037101220.000000000000000,51.560000000000002,,78.500000000000000,,,3497,1694,71,0,302,0,17,98,1315,48.4399986,2.0300000,0.0000000,8.6400003,0.0000000,0.4900000,2.8000000,37.5999985,41728,3497,524,14.9799995,3,C,0.038496782847868,0.000068407879533
717,1463,06037651302,Census Tract 6513.02,2396686.000000000000000,0.000000000000000,+33.8068011,-118.3712041,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.000000000000000,1.000000000000000,0.099035773870000,1,6037651302.000000000000000,36.420000000000002,,86.099999999999994,,,6032,3835,206,14,832,9,49,482,605,63.5800018,3.4200001,0.2300000,13.7900000,0.1500000,0.8100000,7.9899998,10.0299997,117245,6032,378,6.2700000,1,A,0.099035773870023,0.000233360518766
718,1466,06037577200,Census Tract 5772,952675.000000000000000,1686562.000000000000000,+33.7601259,-118.1534400,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.000000000000000,2.000000000000000,0.072880669460300,2,6037577200.000000000000000,35.960000000000001,,78.500000000000000,,,5592,3581,432,0,375,0,0,144,1060,64.0400009,7.7300000,0.0000000,6.7100000,0.0000000,0.0000000,2.5799999,18.9599991,86080,5592,618,11.0500002,2,B,0.072880669460305,0.000256828214175
719,1467,06037571800,Census Tract 5718,2619726.000000000000000,154960.000000000000000,+33.8334835,-118.1970981,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.893239000000000,1.900000000000000,0.077701358724900,2,6037571800.000000000000000,44.070000000000000,,79.900000000000006,,,3134,1753,283,0,410,0,0,70,618,55.9300003,9.0299997,0.0000000,13.0799999,0.0000000,0.0000000,2.2300000,19.7199993,106250,3059,126,4.1199999,2,B,0.077701358724903,0.000270248464253
720,1468,06037109500,Census Tract 1095,1193707.000000000000000,0.000000000000000,+34.2703268,-118.4389293,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.234426000000000,3.200000000000000,0.061747601738700,3,6037109500.000000000000000,97.430000000000007,,82.299999999999997,,,4821,124,58,0,122,0,0,0,4517,2.5699999,1.2000000,0.0000000,2.5300000,0.0000000,0.0000000,0.0000000,93.6900024,44118,4766,1076,22.5799999,3,C,0.061747601738667,0.000116858412764
721,1469,06037541605,Census Tract 5416.05,867708.000000000000000,0.000000000000000,+33.8993431,-118.2100244,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.293991000000000,2.300000000000000,0.043246431315600,2,6037541605.000000000000000,99.459999999999994,,74.700000000000003,,,4854,26,1265,0,110,0,0,3,3450,0.5400000,26.0599995,0.0000000,2.2700000,0.0000000,0.0000000,0.0600000,71.0800018,52037,4854,842,17.3500004,2,B,0.043246431315565,0.000084576655849
722,1470,06037300800,Census Tract 3008,6095433.000000000000000,41009.000000000000000,+34.1845879,-118.2206020,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.182939000000000,2.200000000000000,0.138149573268000,2,6037300800.000000000000000,37.189999999999998,,83.200000000000003,,,7653,4807,28,226,1122,0,0,448,1022,62.8100014,0.3700000,2.9500000,14.6599998,0.0000000,0.0000000,5.8499999,13.3500004,86250,7600,895,11.7799997,2,B,0.138149573268453,0.000600105656422
723,1471,06037131020,Census Tract 1310.20,1428938.000000000000000,16025.000000000000000,+34.2001766,-118.5395023,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.050937571033900,3,6037131020.000000000000000,81.670000000000002,,79.099999999999994,,,6133,1124,180,0,733,3,22,226,3845,18.3299999,2.9300001,0.0000000,11.9499998,0.0500000,0.3600000,3.6800001,62.6899986,67500,6131,1345,21.9400005,3,C,0.050937571033904,0.000141332004999
724,1472,06037141302,Census Tract 1413.02,1270499.000000000000000,0.000000000000000,+34.1536798,-118.4628300,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.008416000000000,1.000000000000000,0.050802482206300,1,6037141302.000000000000000,33.090000000000003,,81.299999999999997,,,5992,4009,471,0,454,0,11,141,906,66.9100037,7.8600001,0.0000000,7.5799999,0.0000000,0.1800000,2.3499999,15.1199999,88289,5955,327,5.4899998,1,A,0.050802482206345,0.000124202249147
725,1473,06037143100,Census Tract 1431,1721092.000000000000000,53654.000000000000000,+34.1480353,-118.3559057,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.236815000000000,1.200000000000000,0.058022276452300,1,6037143100.000000000000000,35.640000000000001,,81.400000000000006,,,4422,2846,212,0,348,0,0,176,840,64.3600006,4.7900000,0.0000000,7.8699999,0.0000000,0.0000000,3.9800000,19.0000000,97727,4402,225,5.1100001,1,A,0.058022276452308,0.000173484694510
726,1474,06037462800,Census Tract 4628,1126290.000000000000000,1079.000000000000000,+34.1522193,-118.1012712,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.471683000000000,2.500000000000000,0.045723787044000,2,6037462800.000000000000000,66.620000000000005,,81.799999999999997,,,2930,978,349,0,568,11,17,69,938,33.3800011,11.9099998,0.0000000,19.3899994,0.3800000,0.5800000,2.3499999,32.0099983,78142,2930,173,5.9000001,2,B,0.045723787044035,0.000110207737131
727,1475,06037462900,Census Tract 4629,2368712.000000000000000,0.000000000000000,+34.1537400,-118.0900164,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.663764000000000,2.700000000000000,0.064266428856500,3,6037462900.000000000000000,53.520000000000003,,81.000000000000000,,,3795,1764,82,0,678,0,0,137,1134,46.4799995,2.1600001,0.0000000,17.8700008,0.0000000,0.0000000,3.6099999,29.8799992,119643,3795,222,5.8499999,3,C,0.064266428856488,0.000231561078946
728,1476,06037462700,Census Tract 4627,1675450.000000000000000,0.000000000000000,+34.1519261,-118.1144868,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.607999000000000,2.600000000000000,0.053813714698200,3,6037462700.000000000000000,69.849999999999994,,83.500000000000000,,,5306,1600,121,0,1011,0,40,180,2354,30.1499996,2.2800000,0.0000000,19.0499992,0.0000000,0.7500000,3.3900001,44.3600006,74194,5297,882,16.6499996,3,C,0.053813714698167,0.000163786005873
729,1477,06037300400,Census Tract 3004,2004005.000000000000000,4708.000000000000000,+34.2284593,-118.2563984,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.070584498245500,3,6037300400.000000000000000,49.359999999999999,,82.200000000000003,,,6062,3070,17,14,1367,0,0,375,1219,50.6399994,0.2800000,0.2300000,22.5499992,0.0000000,0.0000000,6.1900001,20.1100006,90050,6062,311,5.1300001,3,C,0.070584498245452,0.000196541483695
730,1478,06037462600,Census Tract 4626,1048623.000000000000000,0.000000000000000,+34.1609655,-118.1135074,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.767706000000000,1.800000000000000,0.049998021259100,2,6037462600.000000000000000,43.909999999999997,,84.400000000000006,,,2259,1267,162,0,305,0,0,41,484,56.0900002,7.1700001,0.0000000,13.5000000,0.0000000,0.0000000,1.8099999,21.4300003,130208,2253,47,2.0899999,2,B,0.049998021259143,0.000102520406391
731,1479,06037463200,Census Tract 4632,1627767.000000000000000,0.000000000000000,+34.1403972,-118.0894888,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.100047000000000,2.100000000000000,0.070573736825900,2,6037463200.000000000000000,59.799999999999997,,85.000000000000000,,,3435,1381,260,8,963,8,0,80,735,40.2000008,7.5700002,0.2300000,28.0300007,0.2300000,0.0000000,2.3299999,21.3999996,100982,3424,249,7.2700000,2,B,0.070573736825914,0.000159103484536
732,1480,06037532102,Census Tract 5321.02,1003770.000000000000000,17743.000000000000000,+33.9983747,-118.1116637,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.041418904322600,3,6037532102.000000000000000,95.359999999999999,,84.000000000000000,,,4007,186,29,0,265,29,0,0,3498,4.6399999,0.7200000,0.0000000,6.6100001,0.7200000,0.0000000,0.0000000,87.3000031,62917,3936,240,6.0999999,3,C,0.041418904322564,0.000099680463336
733,1481,06037553702,Census Tract 5537.02,776128.000000000000000,81745.000000000000000,+33.8975428,-118.1828739,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.053474655179900,3,6037553702.000000000000000,99.159999999999997,,75.900000000000006,,,4668,39,282,0,56,0,0,12,4279,0.8400000,6.0400000,0.0000000,1.2000000,0.0000000,0.0000000,0.2600000,91.6699982,51476,4668,1083,23.2000008,3,C,0.053474655179918,0.000083615916438
734,1482,06037553802,Census Tract 5538.02,1740074.000000000000000,36396.000000000000000,+33.8861963,-118.1719652,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.076471439049900,3,6037553802.000000000000000,93.510000000000005,,75.599999999999994,,,6467,420,739,0,211,0,0,112,4985,6.4899998,11.4300003,0.0000000,3.2600000,0.0000000,0.0000000,1.7300000,77.0800018,41714,6467,1282,19.8199997,3,C,0.076471439049892,0.000173127915475
735,1483,06037570203,Census Tract 5702.03,1301670.000000000000000,0.000000000000000,+33.8783269,-118.1600078,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.049459536968100,3,6037570203.000000000000000,97.030000000000001,,75.299999999999997,,,4071,121,877,0,80,41,0,21,2931,2.9700000,21.5400009,0.0000000,1.9700000,1.0100000,0.0000000,0.5200000,72.0000000,44354,4059,831,20.4699993,3,C,0.049459536968071,0.000126844454505
736,1484,06037265700,Census Tract 2657,1233092.000000000000000,0.000000000000000,+34.0632000,-118.4236856,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",1.117428000000000,1.100000000000000,0.046850610243200,1,6037265700.000000000000000,27.440000000000001,,85.000000000000000,,,4866,3531,75,0,593,0,0,330,337,72.5599976,1.5400000,0.0000000,12.1899996,0.0000000,0.0000000,6.7800002,6.9299998,80685,4848,590,12.1700001,1,A,0.046850610243195,0.000120418201417
737,1485,06037265410,Census Tract 2654.10,562975.000000000000000,0.000000000000000,+34.0669760,-118.4644168,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",2.692949000000000,2.700000000000000,0.043125923927200,3,6037265410.000000000000000,23.350000000000001,,83.200000000000003,,,1533,1175,43,0,159,0,12,37,107,76.6500015,2.8000000,0.0000000,10.3699999,0.0000000,0.7800000,2.4100001,6.9800000,116625,1525,173,11.3400002,3,C,0.043125923927194,0.000054979935921
738,1486,06037183101,Census Tract 1831.01,948159.000000000000000,19799.000000000000000,+34.1222377,-118.1823583,0.000000000000000,31100.000000000000000,"Los Angeles-Long Beach, CA",3.000000000000000,3.000000000000000,0.050052892556000,3,6037183101.000000000000000,73.150000000000006,,80.200000000000003,,,3437,923,0,0,388,0,10,86,2030,26.8500004,0.0000000,0.0000000,11.2900000,0.0000000,0.2900000,2.5000000,59.0600014,57893,3417,567,16.5900002,3,C,0.050052892556018,0.000094591453616
